Distrito  Município	Freguesia	Nª Hab.	Área (ha)                 
Braga    Fafe    Seidões    621    334
Braga    Fafe    Serafão    1 195     697
Braga    Fafe    Silvares (S. Clemente)    551    293
Braga    Fafe    Silvares (S. Martinho)    1 451     553
Braga    Fafe    Travassós    1 621     1 019
Braga    Fafe    Várzea Cova    447    1 168
Braga    Fafe    Vila Cova    252    583
Braga    Fafe    Vinhós    688    218
Braga    Guimarães    Abação (S. Tomé)    2 300     467
Braga    Guimarães    Airão (Sta. Maria)    1 859     216
Braga    Guimarães    Airão (S. João Baptista)    886    282
Braga    Guimarães    Aldão    918    191
Braga    Guimarães    Arosa    674    196
Braga    Guimarães    Atães    2 026     679
Braga    Guimarães    Azurém    8 151     241
Braga    Guimarães    Balazar    565    287
Braga    Guimarães    Barco    1 430     295
Braga    Guimarães    Briteiros (Salvador)    1 248     517
Braga    Guimarães    Briteiros (Sta. Leocádia)    906    508
Braga    Guimarães    Briteiros (Santo Estevão)    1 348     296
Braga    Guimarães    Brito    4 605     614
Braga    Guimarães    Caldelas    5 252     272
Braga    Guimarães    Calvos    983    186
Braga    Guimarães    Candoso (Santiago)    2 004     226
Braga    Guimarães    Candoso (S. Martinho)    1 601     310
Braga    Guimarães    Castelões    363    311
Braga    Guimarães    Conde    1 437     155
Braga    Guimarães    Corvite    (*)     (*)
Braga    Guimarães    Costa    3 450     492
Braga    Guimarães    Creixomil    9 393     292
Braga    Guimarães    Donim    989    337
Braga    Guimarães    Fermentões    4 137     384
Braga    Guimarães    Figueiredo    484    211
Braga    Guimarães    Gandarela    1 163     262
Braga    Guimarães    Gémeos    548    171
Braga    Guimarães    Gominhães    507    206
Braga    Guimarães    Gonça    1 045     779
Braga    Guimarães    Gondar    2 868     231
Braga    Guimarães    Gondomar    676    487
Braga    Guimarães    Guardizela    2 501     390
Braga    Guimarães    Guimarães (Oliveira do Castelo)    3 448     61
Braga    Guimarães    Guimarães (S. Paio)    3 920     37
Braga    Guimarães    Guimarães (S. Sebastião)    1 949     45
Braga    Guimarães    Infantas    1 932     607
Braga    Guimarães    Leitões    588    331
Braga    Guimarães    Longos    1 699     705
Braga    Guimarães    Lordelo    4 641     490
Braga    Guimarães    Mascotelos    1 328     131
Braga    Guimarães    Mesão Frio    4 003     462
Braga    Guimarães    Moreira de Cónegos    5 828     445
Braga    Guimarães    Nespereira    2 862     438
Braga    Guimarães    Oleiros    510    322
Braga    Guimarães    Pencelo    1 444     237
Braga    Guimarães    Pinheiro    1 301     151
Braga    Guimarães    Polvoreira    3 813     321
Braga    Guimarães    Ponte    6 597     785
Braga    Guimarães    Prazins (Sta. Eufémia)    1 274     251
Braga    Guimarães    Prazins (Santo Tirso)    824    266
Braga    Guimarães    Rendufe    779    522
Braga    Guimarães    Ronfe    4 487     499
Braga    Guimarães    Sande (S. Clemente)    1 722     579
Braga    Guimarães    Sande (S. Lourenço)    1 306     267
Braga    Guimarães    Sande (S. Martinho)    2 880     342
Braga    Guimarães    Sande (Vila Nova)    1 848     296
Braga    Guimarães    S. Torcato    3 624     1 056
Braga    Guimarães    Selho (S. Cristovão)    2 569     226
Braga    Guimarães    Selho (S. Jorge)    5 114     533
Braga    Guimarães    Selho (S. Lourenço)    1 841     198
Braga    Guimarães    Serzedelo    4 073     475
Braga    Guimarães    Serzedo    1 480     276
Braga    Guimarães    Silvares    2 568     402
Braga    Guimarães    Souto (Sta. Maria)    831    407
Braga    Guimarães    Souto (S. Salvador)    928    411
Braga    Guimarães    Tabuadelo    1 723     341
Braga    Guimarães    Urgezes    5 124     462
Braga    Guimarães    Vermil    1 352     206
Braga    Guimarães    Vizela (S. Faustino)    1 050     211
Braga    Póvoa de Lanhoso (N. S. do Amparo)    Águas Santas    386    274
Braga    Póvoa de Lanhoso (N. S. do Amparo)    Ajude    164    147
Braga    Póvoa de Lanhoso (N. S. do Amparo)    Brunhais    332    344
Braga    Póvoa de Lanhoso (N. S. do Amparo)    Calvos    482    448
Braga    Póvoa de Lanhoso (N. S. do Amparo)    Campos    1 052     448
Braga    Póvoa de Lanhoso (N. S. do Amparo)    Covelas    400    284
Braga    Póvoa de Lanhoso (N. S. do Amparo)    Esperança    436    368
Braga    Póvoa de Lanhoso (N. S. do Amparo)    Ferreiros    439    488
Braga    Póvoa de Lanhoso (N. S. do Amparo)    Fonte Arcada    1 362     560
Braga    Póvoa de Lanhoso (N. S. do Amparo)    Frades    318    413
Braga    Póvoa de Lanhoso (N. S. do Amparo)    Friande    324    514
Braga    Póvoa de Lanhoso (N. S. do Amparo)    Galegos    629    250
Braga    Póvoa de Lanhoso (N. S. do Amparo)    Garfe    1 149     468
Braga    Póvoa de Lanhoso (N. S. do Amparo)    Geraz do Minho    548    433
Braga    Póvoa de Lanhoso (N. S. do Amparo)    Lanhoso    690    647
Braga    Póvoa de Lanhoso (N. S. do Amparo)    Louredo    403    139
Braga    Póvoa de Lanhoso (N. S. do Amparo)    Monsul    806    339
Braga    Póvoa de Lanhoso (N. S. do Amparo)    Moure    259    115
Braga    Póvoa de Lanhoso (N. S. do Amparo)    Oliveira    468    458
Braga    Póvoa de Lanhoso (N. S. do Amparo)    Póvoa de Lanhoso (N. S. do Amparo)    4 602     562
Braga    Póvoa de Lanhoso (N. S. do Amparo)    Rendufinho    748    886
Braga    Póvoa de Lanhoso (N. S. do Amparo)    Santo Emilião    980    174
Braga    Póvoa de Lanhoso (N. S. do Amparo)    S. João de Rei    435    552
Braga    Póvoa de Lanhoso (N. S. do Amparo)    Serzedelo    830    1 075
Braga    Póvoa de Lanhoso (N. S. do Amparo)    Sobradelo da Goma    1 105     1 023
Braga    Póvoa de Lanhoso (N. S. do Amparo)    Taíde    1 569     734
Braga    Póvoa de Lanhoso (N. S. do Amparo)    Travassos    777    359
Braga    Póvoa de Lanhoso (N. S. do Amparo)    Verim    405    279
Braga    Póvoa de Lanhoso (N. S. do Amparo)    Vilela    674    418
Braga    Terras de Bouro Balança    393    445
Braga    Terras de Bouro Brufe    57    645
Braga    Terras de Bouro Campo do Gerês    187    6 238
Braga    Terras de Bouro Carvalheira    448    993
Braga    Terras de Bouro Chamoim    350    741
Braga    Terras de Bouro Chorense    582    751
Braga    Terras de Bouro Cibões    439    1 516
Braga    Terras de Bouro Covide    404    1 987
Braga    Terras de Bouro Gondoriz    335    838
Braga    Terras de Bouro Moimenta    803    305
Braga    Terras de Bouro Monte    147    1 426
Braga    Terras de Bouro Ribeira    219    244
Braga    Terras de Bouro Rio Caldo    993    1 164
Braga    Terras de Bouro Souto    564    398
Braga    Terras de Bouro Valdosende    699    1 096
Braga    Terras de Bouro Vilar    200    466
Braga    Terras de Bouro Vilar da Veiga    1 530     8 364 
Braga    Vieira do Minho Anissó    263    493
Braga    Vieira do Minho Anjos    415    1 644
Braga    Vieira do Minho Campos    240    1 313
Braga    Vieira do Minho Caniçada    446    649
Braga    Vieira do Minho Cantelães    933    1 118
Braga    Vieira do Minho Cova    333    463
Braga    Vieira do Minho Eira Vedra    706    534
Braga    Vieira do Minho Guilhofrei    1 154     1 140
Braga    Vieira do Minho Louredo    479    745
Braga    Vieira do Minho Mosteiro    931    1 062
Braga    Vieira do Minho Parada do Bouro    529    795
Braga    Vieira do Minho Pinheiro    544    1 196
Braga    Vieira do Minho Rossas    2 071     3 239
Braga    Vieira do Minho Ruivães    931    3 126
Braga    Vieira do Minho Salamonde    484    839
Braga    Vieira do Minho Soengas    161    222
Braga    Vieira do Minho Soutelo    215    629
Braga    Vieira do Minho Tabuaças    901    800
Braga    Vieira do Minho Ventosa    408    338
Braga    Vieira do Minho Vieira do Minho    2 289     815
Braga    Vieira do Minho Vilarchão    291    855
Braga    Vila Nova de Famalicão    Abade de Vermoim    351    33
Braga    Vila Nova de Famalicão    Antas    5 376     435
Braga    Vila Nova de Famalicão    Arnoso (Sta. Eulália)    1 122     268
Braga    Vila Nova de Famalicão    Arnoso (Sta. Maria)    1 824     338
Braga    Vila Nova de Famalicão    Avidos    1 410     230
Braga    Vila Nova de Famalicão    Bairro    3 803     370
Braga    Vila Nova de Famalicão    Bente    959    130
Braga    Vila Nova de Famalicão    Brufe    2 288     251
Braga    Vila Nova de Famalicão    Cabeçudos    1 472     320
Braga    Vila Nova de Famalicão    Calendário    10 697     701
Braga    Vila Nova de Famalicão    Carreira    1 907     215
Braga    Vila Nova de Famalicão    Castelões    1 746     360
Braga    Vila Nova de Famalicão    Cavalões    1 465     433
Braga    Vila Nova de Famalicão    Cruz    1 636     382
Braga    Vila Nova de Famalicão    Delães    3 761     230
Braga    Vila Nova de Famalicão    Esmeriz    1 905     375
Braga    Vila Nova de Famalicão    Fradelos    3 337     1 697
Braga    Vila Nova de Famalicão    Gavião    3 729     441
Braga    Vila Nova de Famalicão    Gondifelos    2 183     853
Braga    Vila Nova de Famalicão    Jesufrei    666    285
Braga    Vila Nova de Famalicão    Joane    7 528     725
Braga    Vila Nova de Famalicão    Lagoa    890    295
Braga    Vila Nova de Famalicão    Landim    2 852     455
Braga    Vila Nova de Famalicão    Lemanhe    1 427     267
Braga    Vila Nova de Famalicão    Louro    2 464     518
Braga    Vila Nova de Famalicão    Lousado    3 725     561
Braga    Vila Nova de Famalicão    Mouquim    1 403     413
Braga    Vila Nova de Famalicão    Mugege    1 938     298
Braga    Vila Nova de Famalicão    Nine    2 735     396
Braga    Vila Nova de Famalicão    Novais    898    113
Braga    Vila Nova de Famalicão    Oliveira (Sta. Maria)    3 091     464
Braga    Vila Nova de Famalicão    Oliveira (S. Mateus)    3 075     285
Braga    Vila Nova de Famalicão    Outiz    943    287
Braga    Vila Nova de Famalicão    Pedome    2 234     266
Braga    Vila Nova de Famalicão    Portela    635    251
Braga    Vila Nova de Famalicão    Pousada de Saramagos    2 016     154
Braga    Vila Nova de Famalicão    Requião    3 034     820
Braga    Vila Nova de Famalicão    Riba de Ave    3 396     283
Braga    Vila Nova de Famalicão    Ribeirão    8 298     1 091
Braga    Vila Nova de Famalicão    Ruivães    2 117     272
Braga    Vila Nova de Famalicão    Seide (S. Miguel)    1 125     71
Braga    Vila Nova de Famalicão    Seide (S. Paio)    381    134
Braga    Vila Nova de Famalicão    Sezures    619    226
Braga    Vila Nova de Famalicão    Telhado    1 799     489
Braga    Vila Nova de Famalicão    Vale (S. Cosme)    3 054     631
Braga    Vila Nova de Famalicão    Vale (S. Martinho)    1 943     405
Braga    Vila Nova de Famalicão    Vermoim    2 893     486
Braga    Vila Nova de Famalicão    Vila Nova de Famalicão    8 098     232
Braga    Vila Nova de Famalicão    Vilarinho das Cambas    1 319     950
Braga    Vila Verde    Aboim da Nóbrega    1 155     1 173
Braga    Vila Verde    Arcozelo    455    367
Braga    Vila Verde    Atães    616    298
Braga    Vila Verde    Atiães    551    367
Braga    Vila Verde    Azões    343    129
Braga    Vila Verde    Barbudo    1 848     482
Braga    Vila Verde    Barros    392    269
Braga    Vila Verde    Cabanelas    2 015     621
Braga    Vila Verde    Carreiras (Santiago)    445    256
Braga    Vila Verde    Carreiras (S. Miguel)    623    185
Braga    Vila Verde    Cervães    2 027     963
Braga    Vila Verde    Codeceda    212    375
Braga    Vila Verde    Coucieiro    511    421
Braga    Vila Verde    Covas    503    349
Braga    Vila Verde    DosS.s    511    394
Braga    Vila Verde    Duas Igrejas    1 407     1 336
Braga    Vila Verde    Escariz (S. Mamede)    395    327
Braga    Vila Verde    Escariz (S. Martinho)    354    187
Braga    Vila Verde    Esqueiros    528    158
Braga    Vila Verde    Freiriz    1 142     574
Braga    Vila Verde    Geme    474    247
Braga    Vila Verde    Goãos    598    357
Braga    Vila Verde    Godinhaços    462    655
Braga    Vila Verde    Gomide    253    402
Braga    Vila Verde    Gondiães    418    327
Braga    Vila Verde    Gondomar    87    302
Braga    Vila Verde    Laje    2 244     487
Braga    Vila Verde    Lanhas    535    183
Braga    Vila Verde    Loureira    1 013     187
Braga    Vila Verde    Marrancos    548    329
Braga    Vila Verde    Mós    321    256
Braga    Vila Verde    Moure    1 593     467
Braga    Vila Verde    Nevogilde    319    190
Braga    Vila Verde    Oleiros    1 106     374
Braga    Vila Verde    Oriz (Sta. Marinha)    404    351
Braga    Vila Verde    Oriz (S. Miguel)    267    244
Braga    Vila Verde    Parada de Gatim    781    439
Braga    Vila Verde    Passó    237    216
Braga    Vila Verde    Pedregais    362    276
Braga    Vila Verde    Penascais    281    191
Braga    Vila Verde    Pico    596    205
Braga    Vila Verde    Pico de Regalados    865    355
Braga    Vila Verde    Ponte    561    322
Braga    Vila Verde    Portela das Cabras    256    234
Braga    Vila Verde    Prado (S. Miguel)    727    535
Braga    Vila Verde    Rio Mau    738    372
Braga    Vila Verde    Sabariz    353    158
Braga    Vila Verde    Sande    592    439
Braga    Vila Verde    Soutelo    1 986     471
Braga    Vila Verde    Travassós    217    93
Braga    Vila Verde    Turiz    1 385     300
Braga    Vila Verde    Valbom (S. Martinho)    253    266
Braga    Vila Verde    Valbom (S. Pedro)    294    155
Braga    Vila Verde    Valdreu    648    1 669
Braga    Vila Verde    Valões    183    400
Braga    Vila Verde    Vila de Prado    4 381     560
Braga    Vila Verde    Vila Verde    3 813     320
Braga    Vila Verde    Vilarinho    395    155
Braga    Vizela    Ínfias    1 765     186
Braga    Vizela    Sta. Eulália    5 200     545
Braga    Vizela    Santo Adrião de Vizela    2 460     347
Braga    Vizela    S. João das Caldas    3 719     292
Braga    Vizela    S. Miguel das Caldas    6 280     520
Braga    Vizela    S. Paio de Vizela    1 394     228
Braga    Vizela    Tagilde    1 777     274
Bragança    Alfândega da Fé    Agrobom    154    1 553
Bragança    Alfândega da Fé    Alfândega da Fé    2 016     4 455
Bragança    Alfândega da Fé    Cerejais    247    1 679
Bragança    Alfândega da Fé    Eucisia    171    2 046
Bragança    Alfândega da Fé    Ferradosa    242    1 432
Bragança    Alfândega da Fé    Gebelim    259    1 900
Bragança    Alfândega da Fé    Gouveia    149    1 769
Bragança    Alfândega da Fé    Parada    185    1 082
Bragança    Alfândega da Fé    Pombal    127    609
Bragança    Alfândega da Fé    Saldonha    102    842
Bragança    Alfândega da Fé    Sambade    605    3 219
Bragança    Alfândega da Fé    Sendim da Ribeira    118    1 535
Bragança    Alfândega da Fé    Sendim da Serra    110    1 187
Bragança    Alfândega da Fé    Soeima    180    1 091
Bragança    Alfândega da Fé    Vale Pereiro    92    942
Bragança    Alfândega da Fé    Vales    70    714
Bragança    Alfândega da Fé    Valverde    161    1 000
Bragança    Alfândega da Fé    Vilar Chão    326    2 477
Bragança    Alfândega da Fé    Vilarelhos    335    1 215
Bragança    Alfândega da Fé    Vilares de Vilariça    314    1 449 
Bragança    Bragança    Alfaião    173    1 998
Bragança    Bragança    Aveleda    253    6 463
Bragança    Bragança    Babe    277    2 551
Bragança    Bragança    Baçal    470    2 476
Bragança    Bragança    Bragança (Sta. Maria)    3 404     1 411
Bragança    Bragança    Bragança (Sé)    16 594     1 006
Bragança    Bragança    Calvelhe    137    2 305
Bragança    Bragança    Carragosa    260    2 769
Bragança    Bragança    Carrazedo    146    3 130
Bragança    Bragança    Castrelos    186    1 976
Bragança    Bragança    Castro de Avelãs    483    1 387
Bragança    Bragança    Coelhoso    299    2 023
Bragança    Bragança    Deilão    219    4 214
Bragança    Bragança    Donai    416    1 391
Bragança    Bragança    Espinhosela    305    3 596
